takilman,"	takilmen
"
specificity,"	specificities
"
gentility,"	gentilities
"
trematoda,"	trematodas
"
nationality,"	nationalities
"
windbound,"	windbounds
"
myelocyte,"	myelocytes
"
parochialism,"	parochialisms
"
adventuress,"	adventuresses
"
conformity,"	conformities
"
gaudiness,"	gaudinesses
"
niceness,"	nicenesses
"
ribless,"	riblesses
"
scummy,"	scummies
"
baseness,"	basenesses
"
chisinau,"	chisinaus
"
gloss,"	glosses
"
tannery,"	tanneries
"
gruffly,"	grufflies
"
tranquillity,"	tranquillities
"
squabby,"	squabbies
"
condign,"	condigns
"
squatness,"	squatnesses
"
permutableness,"	permutablenesses
"
anticlimax,"	anticlimaxes
"
richelieu,"	richelieu
"
equity,"	equities
"
scoresby,"	scoresbies
"
depression,"	depressions
"
foolhardiness,"	foolhardinesses
"
curacy,"	curacies
"
chromoblastomycosis,"	chromoblastomycoses
"
scott,"	scotts
"
citrin,"	citrins
"
limply,"	limplies
"
meatman,"	meatmen
"
deanery,"	deaneries
"
radicle,"	radicles
"
theocracy,"	theocracies
"
torreon,"	torreons
"
mangler,"	manglers
"
overcapacity,"	overcapacities
"
peroration,"	perorations
"
crimper,"	crimpers
"
caitra,"	caitras
"
lauraceae,"	lauraceaes
"
myringotomy,"	myringotomies
"
sandwichman,"	sandwichmen
"
vagueness,"	vaguenesses
"
snatcher,"	snatchers
"
impracticability,"	impracticabilities
"
acceleratory,"	acceleratories
"
entrench,"	entrenches
"
jonquil,"	jonquils
"
diversity,"	diversities
"
overcrop,"	overcrops
"
inanity,"	inanities
"
greyness,"	greynesses
"
solandra,"	solandras
"
retrench,"	retrenches
"
waggishness,"	waggishnesses
"
lomogramma,"	lomogrammas
"
inviolability,"	inviolabilities
"
fossilise,"	fossilises
"
propman,"	propmen
"
barmy,"	barmies
"
chandi,"	chandis
"
water,"	water
"
seedy,"	seedies
"
southeaster,"	southeasters
"
victualer,"	victualers
"
tramp,"	tramps
"
vespucci,"	vespuccis
"
fruity,"	fruities
"
consistory,"	consistories
"
brooch,"	brooches
"
presentness,"	presentnesses
"
singularity,"	singularities
"
myometritis,"	myometritis
"
mentality,"	mentalities
"
coyness,"	coynesses
"
zirconium,"	zirconiums
"
tetanilla,"	tetanillas
"
handbook,"	handbooks
"
bevin,"	bevins
"
classy,"	classies
"
joyless,"	joylesses
"
pedology,"	pedologies
"
capitalist,"	capitalists
"
comatoseness,"	comatosenesses
"
stimulative,"	stimulatives
"
cask,"	casks
"
vi,"	vis
"
frailty,"	frailties
"
temptress,"	temptresses
"
somebody,"	somebodies
"
diplotaxis,"	diplotaxes
"
histoincompatibility,"	histoincompatibilities
"
ratafia,"	ratafias
"
fishery,"	fisheries
"
transcendentalist,"	transcendentalists
"
frigidity,"	frigidities
"
belleau,"	belleaux
"
thriftlessness,"	thriftlessnesses
"
haemoptysis,"	haemoptyses
"
squeezability,"	squeezabilities
"
hagiolatry,"	hagiolatries
"
indigestibility,"	indigestibilities
"
rookery,"	rookeries
"
dreyfus,"	dreyfuss
"
catawba,"	catawbas
"
patency,"	patencies
"
basis,"	bases
"
olivier,"	oliviers
"
chockablock,"	chockablocks
"
cemetery,"	cemeteries
"
gypsy,"	gypsies
"
ignatius,"	ignatiuss
"
fluidness,"	fluidnesses
"
hyssopus,"	hyssopera
"
twinberry,"	twinberries
"
faultless,"	faultlesses
"
graduality,"	gradualities
"
polity,"	polities
"
amortisation,"	amortisations
"
utility,"	utilities
"
importunity,"	importunities
"
discrepancy,"	discrepancies
"
goddaughter,"	goddaughters
"
draughtsman,"	draughtsmen
"
goatsfoot,"	goatsfeet
"
botany,"	botanies
"
audaciousness,"	audaciousnesses
"
clarity,"	clarities
"
coerebidae,"	coerebidaes
"
susceptibility,"	susceptibilities
"
quaestor,"	quaestors
"
showman,"	showmen
"
everybody,"	everybodies
"
herman,"	hermen
"
hutch,"	hutches
"
interchangeability,"	interchangeabilities
"
bilaterality,"	bilateralities
"
jabberwocky,"	jabberwockies
"
photocopy,"	photocopies
"
steganopus,"	steganopera
"
bareness,"	barenesses
"
prothalamium,"	prothalamiums
"
palaeornithology,"	palaeornithologies
"
vitrectomy,"	vitrectomies
"
splinterless,"	splinterlesses
"
warranty,"	warranties
"
homeless,"	homelesses
"
fatless,"	fatlesses
"
rackety,"	racketies
"
amphictyony,"	amphictyonies
"
ammo,"	ammoes
"
committeewoman,"	committeewomen
"
raimentless,"	raimentlesses
"
primus,"	primuss
"
flimsiness,"	flimsinesses
"
dumper,"	dumpers
"
telescopy,"	telescopies
"
adactylism,"	adactylisms
"
moldy,"	moldies
"
facilitatory,"	facilitatories
"
midwatch,"	midwatches
"
viscidness,"	viscidnesses
"
tradescantia,"	tradescantias
"
rhinolaryngology,"	rhinolaryngologies
"
bigotry,"	bigotries
"
tenseness,"	tensenesses
"
severeness,"	severenesses
"
hypsometry,"	hypsometries
"
tapestry,"	tapestries
"
label,"	labels
"
synthesizer,"	synthesizers
"
notoriety,"	notorieties
"
tubeless,"	tubelesses
"
sunporch,"	sunporches
"
cayenne,"	cayennes
"
satisfactoriness,"	satisfactorinesses
"
monstrance,"	monstrances
"
capacity,"	capacities
"
vegetate,"	vegetates
"
tuneless,"	tunelesses
"
declaratory,"	declaratories
"
cartography,"	cartographies
"
comb,"	combs
"
coordinator,"	coordinators
"
seriousness,"	seriousnesses
"
portman,"	portmen
"
ethiopia,"	ethiopias
"
panofsky,"	panofskies
"
minniebush,"	minniebushes
"
baggageman,"	baggagemen
"
manumitter,"	manumitters
"
precipitousness,"	precipitousnesses
"
neuroticism,"	neuroticisms
"
savoury,"	savouries
"
qiang,"	qiangs
"
licitness,"	licitnesses
"
lucidness,"	lucidnesses
"
gruff,"	gruffs
"
softness,"	softnesses
"
toad,"	toads
"
collinear,"	collinears
"
pathogenesis,"	pathogeneses
"
hippodamia,"	hippodamias
"
bortsch,"	bortsches
"
glutinousness,"	glutinousnesses
"
muteness,"	mutenesses
"
phylum,"	phyla
"
waviness,"	wavinesses
"
ninety,"	nineties
"
consortium,"	consortia
"
fiddleneck,"	fiddlenecks
"
cloud,"	clouds
"
merodach,"	merodaches
"
invite,"	invites
"
emotionality,"	emotionalities
"
actinozoan,"	actinozoans
"
regress,"	regresses
"
hypertonicity,"	hypertonicities
"
wanamaker,"	wanamakers
"
imply,"	implies
"
miniconju,"	miniconjus
"
impuissance,"	impuissances
"
stripy,"	stripies
"
sodality,"	sodalities
"
lambent,"	lambents
"
febrility,"	febrilities
"
surprise,"	surprises
"
pterodactyl,"	pterodactyls
"
idolatry,"	idolatries
"
anastylosis,"	anastyloses
"
unchangingness,"	unchangingnesses
"
thessaly,"	thessalies
"
contredanse,"	contredanses
"
acidulent,"	acidulents
"
functionalist,"	functionalists
"
cuirass,"	cuirasses
"
misadvise,"	misadvises
"
compatibility,"	compatibilities
"
inwardness,"	inwardnesses
"
mindfulness,"	mindfulnesses
"
privateersman,"	privateersmen
"
abdominocentesis,"	abdominocenteses
"
objectivity,"	objectivities
"
pinocytosis,"	pinocytoses
"
counterreformation,"	counterreformations
"
impenitency,"	impenitencies
"
insaneness,"	insanenesses
"
perejil,"	perejils
"
symptomless,"	symptomlesses
"
knowledgeability,"	knowledgeabilities
"
dipladenia,"	dipladenias
"
anthropocentricity,"	anthropocentricities
"
contingency,"	contingencies
"
balminess,"	balminesses
"
capitation,"	capitations
"
ju,"	jus
"
sparseness,"	sparsenesses
"
epoch,"	epoches
"
jettest,"	jettests
"
laminitis,"	laminitis
"
calve,"	calves
"
molality,"	molalities
"
candidiasis,"	candidiases
"
chantry,"	chantries
"
gravity,"	gravities
"
sucker,"	suckers
"
misty,"	misties
"
warrantry,"	warrantries
"
lien,"	liens
"
downy,"	downies
"
perky,"	perkies
"
obliqueness,"	obliquenesses
"
phlebotomy,"	phlebotomies
"
evasion,"	evasions
"
milliner,"	milliners
"
biretta,"	birettas
"
headmistress,"	headmistresses
"
thiouracil,"	thiouracils
"
try,"	tries
"
packman,"	packmen
"
counterman,"	countermen
"
anhedonia,"	anhedonias
"
misology,"	misologies
"
sycophancy,"	sycophancies
"
shush,"	shushes
"
misplacement,"	misplacements
"
shoebox,"	shoeboxes
"
intermezzo,"	intermezzoes
"
gavidae,"	gavidaes
"
beaux,"	beauxes
"
swosh,"	swoshes
"
bitchery,"	bitcheries
"
panfish,"	panfish
"
thalamus,"	thalamuss
"
stockcar,"	stockcars
"
propensity,"	propensities
"
burry,"	burries
"
kohl,"	kohls
"
semisweet,"	semisweets
"
sensibility,"	sensibilities
"
lordolatry,"	lordolatries
"
enthusiast,"	enthusiasts
"
tackiness,"	tackinesses
"
spermatozoon,"	spermatozoa
"
wheeler,"	wheelers
"
bacteriology,"	bacteriologies
"
recrudesce,"	recrudesces
"
commonplaceness,"	commonplacenesses
"
kadikoy,"	kadikoys
"
genealogy,"	genealogies
"
sylvan,"	sylvans
"
cooky,"	cookies
"
arbitrariness,"	arbitrarinesses
"
nancy,"	nancies
"
preciosity,"	preciosities
"
hogwash,"	hogwashes
"
toy,"	toys
"
pleurisy,"	pleurisies
"
rolodex,"	rolodexes
"
synonymousness,"	synonymousnesses
"
curiousness,"	curiousnesses
"
gunite,"	gunites
"
myeloma,"	myelomas
"
tibicen,"	tibicens
"
transferability,"	transferabilities
"
osculator,"	osculators
"
marceau,"	marceaux
"
extravagancy,"	extravagancies
"
invariableness,"	invariablenesses
"
drugless,"	druglesses
"
sclaff,"	sclaffs
"
trent,"	trents
"
penuriousness,"	penuriousnesses
"
phrontistery,"	phrontisteries
"
accountability,"	accountabilities
"
substantialness,"	substantialnesses
"
partialness,"	partialnesses
"
nephrosis,"	nephroses
"
oxycephaly,"	oxycephalies
"
sl,"	sls
"
inculpability,"	inculpabilities
"
reputability,"	reputabilities
"
gusty,"	gusties
"
replaceability,"	replaceabilities
"
diestrus,"	diestruss
"
prosaicness,"	prosaicnesses
"
sinology,"	sinologies
"
algidity,"	algidities
"
tumor,"	tumors
"
solidarity,"	solidarities
"
harmless,"	harmlesses
"
mealberry,"	mealberries
"
lenticel,"	lenticels
"
psalmist,"	psalmists
"
elitism,"	elitisms
"
hypnoanalysis,"	hypnoanalyses
"
fluffiness,"	fluffinesses
"
contradictory,"	contradictories
"
patty,"	patties
"
taxis,"	taxes
"
spicy,"	spicies
"
canterbury,"	canterburies
"
plurality,"	pluralities
"
stingless,"	stinglesses
"
sumptuosity,"	sumptuosities
"
trumpery,"	trumperies
"
vet,"	vets
"
orchestrator,"	orchestrators
"
effendi,"	effendis
"
insubstantiality,"	insubstantialities
"
compulsory,"	compulsories
"
broadleaf,"	broadleaves
"
garnery,"	garneries
"
sandpapery,"	sandpaperies
"
gadfly,"	gadflies
"
symphony,"	symphonies
"
fad,"	fads
"
insincerity,"	insincerities
"
traffic,"	traffics
"
laity,"	laities
"
mydriasis,"	mydriases
"
scoreless,"	scorelesses
"
kovno,"	kovnoes
"
animateness,"	animatenesses
"
codex,"	codices
"
reliableness,"	reliablenesses
"
fussy,"	fussies
"
hachiman,"	hachimen
"
thread,"	threads
"
aimlessness,"	aimlessnesses
"
beverage,"	beverages
"
invalidness,"	invalidnesses
"
thermochemistry,"	thermochemistries
"
controversy,"	controversies
"
sympathectomy,"	sympathectomies
"
oy,"	oys
"
oesophagitis,"	oesophagitis
"
baroness,"	baronesses
"
etiology,"	etiologies
"
airmanship,"	airmanships
"
gobbet,"	gobbets
"
lingenberry,"	lingenberries
"
lenity,"	lenities
"
cosmography,"	cosmographies
"
rheumatology,"	rheumatologies
"
dissymmetry,"	dissymmetries
"
cynthia,"	cynthias
"
craniology,"	craniologies
"
jettison,"	jettisons
"
cozy,"	cozies
"
servant,"	servants
"
premonitory,"	premonitories
"
illegality,"	illegalities
"
griminess,"	griminesses
"
toffy,"	toffies
"
precedency,"	precedencies
"
absurdity,"	absurdities
"
aquarium,"	aquaria
"
tubular,"	tubulars
"
shaky,"	shakies
"
puff,"	puffs
"
pung,"	pungs
"
escapology,"	escapologies
"
endarterectomy,"	endarterectomies
"
candida,"	candidas
"
goldmine,"	goldmines
"
interchurch,"	interchurches
"
villainousness,"	villainousnesses
"
atrophy,"	atrophies
"
antibiosis,"	antibioses
"
vapourousness,"	vapourousnesses
"
crosscheck,"	crosschecks
"
cyma,"	cymas
"
eptesicus,"	eptesicuss
"
anisogamy,"	anisogamies
"
bounciness,"	bouncinesses
"
stenosis,"	stenoses
"
strawman,"	strawmen
"
enterotoxin,"	enterotoxins
"
bunchgrass,"	bunchgrasses
"
muscleman,"	musclemen
"
pauperization,"	pauperizations
"
berry,"	berries
"
fetterbush,"	fetterbushes
"
sana,"	sanas
"
eulogy,"	eulogies
"
backbiter,"	backbiters
"
class,"	classes
"
millimeter,"	millimeters
"
readiness,"	readinesses
"
authenticity,"	authenticities
"
archiepiscopacy,"	archiepiscopacies
"
pornography,"	pornographies
"
heave,"	heaves
"
hoaxer,"	hoaxers
"
nascence,"	nascences
"
testiness,"	testinesses
"
wondrousness,"	wondrousnesses
"
stony,"	stonies
"
bassariscus,"	bassariscuss
"
archery,"	archeries
"
tenaciousness,"	tenaciousnesses
"
piety,"	pieties
"
electricity,"	electricity
"
obstreperousness,"	obstreperousnesses
"
atonicity,"	atonicities
"
cartridge,"	cartridges
"
gynecology,"	gynecologies
"
prepossess,"	prepossesses
"
postpaid,"	postpaids
"
blurry,"	blurries
"
accompaniment,"	accompaniments
"
vary,"	varies
"
admass,"	admasses
"
bronzy,"	bronzies
"
watercolourist,"	watercolourists
"
penniless,"	pennilesses
"
attempt,"	attempts
"
orangery,"	orangeries
"
enzymology,"	enzymologies
"
seward,"	sewards
"
tawniness,"	tawninesses
"
buttress,"	buttresses
"
stare,"	stares
"
arthroscopy,"	arthroscopies
"
squiffy,"	squiffies
"
attainableness,"	attainablenesses
"
commutability,"	commutabilities
"
ceftazidime,"	ceftazidimes
"
homy,"	homies
"
reflexivity,"	reflexivities
"
germy,"	germies
"
heaviside,"	heavisides
"
posterity,"	posterities
"
shebah,"	shebahs
"
staggerer,"	staggerers
"
avenger,"	avengers
"
onomancer,"	onomancers
"
disorganisation,"	disorganisations
"
provenance,"	provenances
"
footedness,"	footednesses
"
pugnacity,"	pugnacities
"
falsity,"	falsities
"
botfly,"	botflies
"
asininity,"	asininities
"
vinify,"	vinifies
"
shuha,"	shuhas
"
sinclair,"	sinclairs
"
hardness,"	hardnesses
"
sanctimoniousness,"	sanctimoniousnesses
"
attainability,"	attainabilities
"
foamy,"	foamies
"
ay,"	ays
"
promissory,"	promissories
"
ruddiness,"	ruddinesses
"
berman,"	bermen
"
poignancy,"	poignancies
"
poenology,"	poenologies
"
handcolor,"	handcolors
"
bibless,"	biblesses
"
limbless,"	limblesses
"
groundlessness,"	groundlessnesses
"
lousiness,"	lousinesses
"
aesthesis,"	aestheses
"
decolor,"	decolors
"
banker,"	bankers
"
devilry,"	devilries
"
uprightness,"	uprightnesses
"
gadgetry,"	gadgetries
"
tetranychidae,"	tetranychidaes
"
highwayman,"	highwaymen
"
firebug,"	firebugs
"
sauromalus,"	sauromaluss
"
phonology,"	phonologies
"
sneakiness,"	sneakinesses
"
blarina,"	blarinas
"
blate,"	blates
"
greenery,"	greeneries
"
disunify,"	disunifies
"
antinomy,"	antinomies
"
listlessness,"	listlessnesses
"
floaty,"	floaties
"
verbolatry,"	verbolatries
"
dustman,"	dustmen
"
lurch,"	lurches
"
obligingness,"	obligingnesses
"
internet,"	internets
"
theophrastus,"	theophrastuss
"
corkwood,"	corkwoods
"
agromania,"	agromanias
"
mutate,"	mutates
"
hyperthermy,"	hyperthermies
"
rusticate,"	rusticates
"
everydayness,"	everydaynesses
"
silky,"	silkies
"
lachrymatory,"	lachrymatories
"
leukocytosis,"	leukocytoses
"
knock,"	knocks
"
liberality,"	liberalities
"
arboresque,"	arboresques
"
denigrate,"	denigrates
"
doddery,"	dodderies
"
mendacity,"	mendacities
"
methodology,"	methodologies
"
defenselessness,"	defenselessnesses
"
cytopenia,"	cytopenias
"
rumrunner,"	rumrunners
"
extraneousness,"	extraneousnesses
"
seventy,"	seventies
"
daisybush,"	daisybushes
"
pinky,"	pinkies
"
edema,"	edemata
"
backhand,"	backhands
"
oppress,"	oppresses
"
contemporaneousness,"	contemporaneousnesses
"
echoless,"	echolesses
"
heavyheartedness,"	heavyheartednesses
"
majesty,"	majesties
"
gadolinite,"	gadolinites
"
modernness,"	modernnesses
"
emanation,"	emanations
"
unsusceptibility,"	unsusceptibilities
"
mumbler,"	mumblers
"
bullfinch,"	bullfinches
"
alderfly,"	alderflies
"
stuntedness,"	stuntednesses
"
cloudiness,"	cloudinesses
"
hurry,"	hurries
"
trihydroxy,"	trihydroxies
"
excitability,"	excitabilities
"
vetch,"	vetches
"
graceless,"	gracelesses
"
clattery,"	clatteries
"
neuroanatomy,"	neuroanatomies
"
campeachy,"	campeachies
"
impassiveness,"	impassivenesses
"
fist,"	fists
"
discontentedness,"	discontentednesses
"
rozell,"	rozells
"
erskine,"	erskines
"
peradventure,"	peradventures
"
passionless,"	passionlesses
"
xanthium,"	xanthiums
"
drudgery,"	drudgeries
"
conceivableness,"	conceivablenesses
"
fatality,"	fatalities
"
luxury,"	luxuries
"
flambeaux,"	flambeauxes
"
peevishness,"	peevishnesses
"
psilophytaceae,"	psilophytaceaes
"
whiteness,"	whitenesses
"
tideless,"	tidelesses
"
seismology,"	seismologies
"
historiography,"	historiographies
"
wabash,"	wabashes
"
rumex,"	rumexes
"
glossopsitta,"	glossopsittas
"
typicality,"	typicalities
"
producer,"	producers
"
doggedness,"	doggednesses
"
atone,"	atones
"
homo,"	homoes
"
briefs,"	briefss
"
motorman,"	motormen
"
waitress,"	waitresses
"
mensh,"	menshes
"
profanatory,"	profanatories
"
governess,"	governesses
"
giraudoux,"	giraudouxes
"
telemetry,"	telemetries
"
teacart,"	teacarts
"
beggarwoman,"	beggarwomen
"
drawer,"	drawers
"
technophobe,"	technophobes
"
penetrability,"	penetrabilities
"
kill,"	kills
"
capitulation,"	capitulations
"
scrutiny,"	scrutinies
"
weightless,"	weightlesses
"
cercis,"	cerces
"
tarry,"	tarries
"
cephalosporin,"	cephalosporins
"
bovid,"	bovids
"
multivalence,"	multivalences
"
clothesbrush,"	clothesbrushes
"
mortality,"	mortalities
"
toponymy,"	toponymies
"
amberboa,"	amberboas
"
chandlery,"	chandleries
"
transparency,"	transparencies
"
sissy,"	sissies
"
sunless,"	sunlesses
"
klansman,"	klansmen
"
lubitsch,"	lubitsches
"
sydney,"	sydneys
"
plexiglass,"	plexiglasses
"
criticality,"	criticalities
"
preach,"	preaches
"
lipless,"	liplesses
"
townsman,"	townsmen
"
numerosity,"	numerosities
"
multiplicand,"	multiplicands
"
pennilessness,"	pennilessnesses
"
monogamy,"	monogamies
"
unpalatability,"	unpalatabilities
"
uncertainty,"	uncertainties
"
insightfulness,"	insightfulnesses
"
inkpad,"	inkpads
"
prepotency,"	prepotencies
"
chauffeuse,"	chauffeuses
"
enjoyment,"	enjoyments
"
licentiousness,"	licentiousnesses
"
regimental,"	regimentals
"
inelasticity,"	inelasticities
"
briny,"	brinies
"
chemoimmunology,"	chemoimmunologies
"
assembly,"	assemblies
"
faubourg,"	faubourgs
"
nailbrush,"	nailbrushes
"
cytology,"	cytologies
"
urinalysis,"	urinalyses
"
heaviness,"	heavinesses
"
braveness,"	bravenesses
"
heteroptera,"	heteropteras
"
isomorphy,"	isomorphies
"
aloofness,"	aloofnesses
"
ruthless,"	ruthlesses
"
rhexia,"	rhexias
"
talkativeness,"	talkativenesses
"
edwin,"	edwins
"
affinity,"	affinities
"
irreproducibility,"	irreproducibilities
"
nrti,"	nrtis
"
complementarity,"	complementarities
"
permeability,"	permeabilities
"
mushiness,"	mushinesses
"
epiphany,"	epiphanies
"
career,"	careers
"
medium,"	media
"
handyman,"	handymen
"
myanmar,"	myanmars
"
calamity,"	calamities
"
genesis,"	geneses
"
versify,"	versifies
"
lambs,"	lambss
"
disharmony,"	disharmonies
"
grandiosity,"	grandiosities
"
cannulization,"	cannulizations
"
thaumaturgist,"	thaumaturgists
"
hallowmass,"	hallowmasses
"
meconopsis,"	meconopses
"
anaprox,"	anaproxes
"
sedateness,"	sedatenesses
"
wallach,"	wallaches
"
rockery,"	rockeries
"
stubby,"	stubbies
"
destructibility,"	destructibilities
"
grumpy,"	grumpies
"
paster,"	pasters
"
alteration,"	alterations
"
dewy,"	dewies
"
furtherance,"	furtherances
"
cervicitis,"	cervicitis
"
aphesis,"	apheses
"
lycopus,"	lycopera
"
ate,"	ates
